pid,sentence1,sentence2,label
36621,tell me about discount deal on flight booking,i want discount on flight tickets,0
36804,schedule a reminder exercise,set reminder,0
14132,schedule a reminder medicine,Can you schedule a reminder for meeting,0
12769,I am trying to get connection on your wifi,Still it is not getting connected,0
17807,Whats your good name?,Whats ur WhatsApp number,0
26197,status report,I want to check the status of my report,1
4993,see predict and win quiz prizes,I want to play the predict and win quiz,0
832,Your Prices too high,Your price is high in comparison with goibibo,1
74968,What are safety checkpoints?,What are the safety features of maxima cylinder?,0
17776,Could you let me know when there is a price drop,If prices drop same flight please remind me,0
59960,My gift card cashback is pending,I haven't received my gift card,0
46036,I would like to stop updates for this match,I want to delete all old message,0
43298,like to buy Flight Tickets,Can you check flight ticket availabilty,0
62739,give me flight fare alerts,set cheapest fare alert,0
23056,How can I enter coupon code in trains,How can I use coupon code in trains,1
23489,i want discount on flight tickets,"Hey, I want to book a flight ticket .",0
62539,Ur fare is higher,Your price is high in comparison with paytm,0
59911,survival benefit,survival benefit of GCAP,0
25028,I want to cancel my flight trip,cancel flight fare alert,0
481,view all flights,stop all flight alerts,0
20621,LPG Storage Warranty,Is there any license required for LPG storage system?,0
56174,colors Tamil,current shows colors tamil,1
45249,any discount on flight booking,any flight deals,0
51013,No OTP received yet,received OTP,1
4602,Still not received Amazon Cashback,24 hours still not got cashback,0
25692,Can u please track the price for me and let me know when the price falls,Could you let me know when there is a price drop,0
2154,Its quite a long time,It is taking long time,0
9669,book  cab to home,Cab booking,0
58904,My order,where is my order,0
38297,I want to pay the landline bill,"Hey, I want to pay my landline bill .",1
72237,wash my clothes,cloth washing and drying,1
67233,any deal,any deals on trains,0
1540,I don't want to play,I want to play the cricket quiz,0
4450,Cancel reminder,I want to remove reminder,1
20460,Can u give me more details of the test??,test details,0
50455,Bali Family Destinations,Mauritius Family Destinations,0
18969,any coupons on flight booking,book flight,0
13279,Send me the ticket on my mail,i want ticket from mumbai to pune,0
67031,Can you help me buy a gift?,help me with book store near me,0
62187,why extra charge on flight booking,I need to book a flight,0
66439,Ask me question,Questions,0
1983,Please advise report status,I want to check the status of my report,0
47746,How is password change,Ive forgotten my password. How can I reset it?,0
38432,Cashback not yet received,My cashback not issued in my Amazon account,0
21993,Where is the cash back,did not get cash back,0
69751,Not yet refunded,Please refund me,0
24909,what is my Phone Pe balance?,i have not received phone pe cashback,0
8867,i want offer on flight tickets,I would like to book a flight ticket,0
32511,Stop sending details about flights,Could you please stop sending me updates I no longer want to travel,0
37890,how much is the charge for the test,Liver function test charge,0
8700,no,doesnt work,0
43665,Why should I invest in Mutual funds?,Why invest,1
20806,want reminder for jog,show my reminders,0
62735,New movies in the making,Add new movie channels,0
42000,Check GK winners list,Check  cricket winners list,0
26182,Can I change my Nominee,I want to modify nominee,1
39378,provide me Flight Tickets,Send me flight timings from Mumbai to Bangalore,0
33373,send me reminder to drink water,need a reminder,0
62687,I want flight rate,find Flight Tickets,1
22317,I want to know key features of My life,Do you have features of My life,1
4941,Calculate,EMI Calculator,0
46005,How to avail prize bollywood,May I know the prize for bollywood,0
47950,i am not getting services from RM,Didn't hear anything from RM,0
66355,deals,Didnt received cashback,0
39965,Score of today match,Who won the ipl match today,0
59757,gk Terms and Conditions,gk Terms,1
39056,I had booked the ticket and I wanted to know the terminal,I need to know the terminal,1
63376,Book me a night ticket to Delhi tomorrow,Planning to go for trip to goa,0
28057,I want the Premium amount for Total Secure,Total Secure plus,0
62175,make a reminder walk,set a reminder walk,1
61143,Modify this medicine reminder,prepare a reminder medicine,0
74186,How will I get to know about bollywood prize?,May I know the prize for bollywood,0
54102,Offer on bill payment??,Bill payments,0
57733,any offer running on flight booking,any offers currently available on flight booking,0
40621,I gave a true order ID,I can't find my order ID,0
65919,Wifi is not connected yet,My connection is not from india,0
71629,need flights from mumbai to pune,I want flight rate,0
21278,my withdraw is not showing in the account,It shows i have not joined any contest,0
66592,Is there student concession flights,Tutorial for flights discounts,0
269,Complaint Status,What is my Complaint Status?,1
67249,why are you charging convenience fee,How much convenience fee,0
7702,how to login,how to connect,0
9091,Didnt get cashback,I didn't get my cash back,0
929,when will bollywood prizes be announced?,when will prizes be announced?,0
5692,Edit email,change email ID,1
501,How much will your charge for closing the account?,"I wish to close my account, but I have my holding in it",0
31410,modification Daily Horoscope,I would like cancel daily horoscope,0
60355,I want the Premium amount for Total Secure,Total Secure,0
63994,Need to buy pass,I want to purchase plans,0
19100,Set an alarm for me to call someone,Set an alarm to meet,0
11702,Can sample be collected at my residence,collect samples,1
62277,want ticket from mumbai to pune,Book me a night ticket to Delhi tomorrow,0
15151,to buy Flight Tickets,want Flight Tickets,0
22424,Let's know how,I will let you know about my booking later,0
44892,Easy to book,it was easy to login,0
61548,any hidden charges,Hidden charges,1
73784,Bsnl landline Bill pay?,Bsnl landline,1
40912,i want offer on flight tickets,i want discount on flight booking,1
3789,Tell me the key features of Total Secure,Explain the Total Secure plan,0
4448,i want flights from mumbai to delhi,Book a flight from Mumbai to Delhi,1
66306,show me your location,your location,1
57790,where to login for VLE,How to login,0
22767,reminder to call,call to remind jog,0
62705,Any postpaid bill offer going on currently?,Postpaid bill payment,0
6273,set a reminder,schedule a reminder ,0
7376,I want to check flight bookings,I want to get a flight booked,0
17183,set a reminder jog,reminder for jog,1
44864,I want discounts on cab booking.,Cab booking,0
42093,I gave the right order ID,That order ID is correct,0
27374,like to buy Flight Tickets,Want to book my seat i booked my ticket already,0
14129,I didnt get the ticket in email,please email me my ticket,1
4594,How much will your charge for closing the account?,I need to discuss your charges before enrolling,0
13706,suggest me Flight Tickets,show flights on,1
43224,Please send your pic,Send your Number...,0
48594,"Hey, can you set a reminder for me to exercise?  .",set reminder,0
41402,liable to pay TDS on property,What is TDS on Property?,0
29431,Your rates are not best as claimed,Your price is not good,0
43813,any offers on trains,Cashback on trains,1
34030,can tenant use voucher,Can adults use the voucher,0
4706,i want discount on flight booking,Book me a flight,0
46544,I did test with you yesterday,Today i have some tests of my mother ..,0
11334,This is the correct order ID,I gave the correct ID,0
73944,who do you cater to?,which industry do you cater to?,0
7041,Also can you tell me the terminal number of this flight,I dont remember the flight number,0
36647,LPG is made up of?,What kind of investment need to make for LPG INSTALLATION?,0
3620,i need my invoices,I want invoice for my test,1
57013,stop wake up call,wake me up,0
50848,Bsnl broadband bill payment,Bill payments,0
35442,where to apply the voucher code,want to apply the voucher code,1
23892,Is it compulsory to buy stove and other accessories from distributor while availing new LPG connection?,new LPG connection,0
12417,I wanna look for flights,Send me flight schedule,0
6645,Set an alarm for me to wish someone anniversary,set alaram,0
49847,prepare a reminder jog,exercise reminder,1
3984,getting same fare on other sites,I find cheap at other sites,0
74556,How much is the convenience fees,How much convenience fee will be added,1
11863,Send me your pic,Send me your mobile number,0
72375,change email id,Registered email ID,0
24419,Set an alarm for me to wish someone anniversary,Set alarm,0
27032,give me flight fare alerts,Flights day to day fares alerts,0
30732,roaming plans,international roaming plans,1
16746,Cancelling booking was too time consuming,Changing my booking was time consuming,0
14906,security measures do you use to protect my account?,Can you tell me how to use the account?,0
3106,How to verify my mail id,time it will take to verify the pan and account,0
10171,No cashback credited to my Amazon account,Referral cashback not received,0
3268,I need to book under Student allowance,like to buy Flight Tickets,0
33913,What is the advantage of 450 Kg (Maxima) cylinder over smaller cylinders?,450 KG Maxima,0
59948,am I eligible for any cricket prize today,am I eligible for any bollywood prize today,0
52929,I gave the right order ID,Where is my order ID?,0
58242,Supply of LPG for Industry use,benefits of industrial lpg,0
7551,No cashback is yet credited,no cashback received,0
5813,How to spend haptik cashback,how to redeem,0
8388,That was the right ID only,My order ID is right,1
15702,Sell unit before possession,formalities do I have to follow to sell my unit,0
2087,cancel wake up call,give me a wake up call.,0
31161,What are the benefits of Margin funding?,Can you tell me what is margin funding?,0
17511,I need to download the payment receipts,How do i find the link to download report,0
14849,My Cashback not received,No cashback is yet credited,0
21069,I want to retrieve a report but I don't remember the lab id,lab id,0
71808,Any offer postpaid bill payment,airtel postpaid bill,0
71552,recommend me Flight Tickets,show me flights from mumbai to pune,0
24010,I want to know about the flight offers,Tutorial for flights discounts,0
50924,I had a hard time booking,I had a hard time paying for my ticket,0
25832,recommend Flight Tickets,What is the check-in baggage limit for the flight you suggested,0
51986,What is the procedure for replacement of lost/defective cylinder / regulator/adopter ?,procedure for replacement  of lost regulator,0
42917,ID is right,I gave the right ID,0
29156,At the time of possession do I need to pay any separate charges?,Can we charge separately for major maintenance?,0
18296,What are the sizes of cylinders in which you supply LPG?,LPG Supply,0
5723,You are not trying your best,Whats your good name?,0
31892,you guys didn't charge convenience fees,I am getting same without convenience charge,0
2206,I am looking to get my,How will I get to know about prize?,0
18818,send me a joke,Send me jokes everyday,0
66418,May I please know the Premium for Total Secure,Tell me about Total Secure,0
55970,Convenience charges,How much convenience fee will be added,0
69121,Check Bollywood Score & Rank,show previous day bollywood leaderboard,0
19463,I've already given the correct ID,I gave the correct ID,1
43052,How do I get a new domestic 2 kg/4 kg or 12kg cylinder connection?,33kg,0
64461,I can find low fares on other sites,Make my trip is giving cheap flights,0
53755,When will I get confirmation,When will i get cashback,0
73978,I did not got cashback from Amazon,I havent got the email yet,0
45169,Any offers currently available on train booking.,Check availability in train,0
67781,set reminder jog,exercise reminder,1
53847,Why are they still not complete,Still no contact,0
9803,when will bollywood prizes be announced?,May I know the prize for bollywood,0
55114,Is you app still supporting train service,Is there any bus or train service,0
34314,unable to connect,I am not able to connect to the internet,0
8974,Later Pl send alerts for cheaper ticket,I want alerts for cheapest flight,1
72965,When i will get refund,Please refund me,0
13103,password not working,password not received,1
15398,to buy Flight Tickets,Price of flight tickets to Switzerland,0
5865,send otp again,"No Worries, I am sending the OTP again",1
16869,Who contributes for the CAM of the unsold units?,CAM unsold units,1
5199,I want to know fares of flights,tell me the flight fare,0
15366,for edge is haptik available,is haptik available on windows,0
54697,OTP not working,Didnt work,0
61561,what will be the cost,What charges will I have to pay to reschedule it,0
3302,quantity of water should I drink,Drink Water Reminder,0
25277,Need your help to know the Premium for Total Secure,Help me with the Total Secure plan,0
9989,"Hi, I want to do web-check in for my flight. .",Want to do web check in,1
2398,What is Haptik,Tell me what haptik is?,1
72861,How do I get a new domestic 2 kg/4 kg or 12kg cylinder connection?,450 KG Cylinder,0
52084,what is the difference between My Life and Total Secure Plus,calculate premium for total secure plus,0
33959,i want to go from mumbai to pune,Planning to go for trip to goa,0
3,i want to know interest rates,Check Interest Rates,0
840,modify a reminder,sorry change this reminder,1
15752,Modify this to- do reminder,"Hey, can you set a reminder for me to call someone?  .",0
36822,I want to switch relationship manager,relationship manager not reachable,0
39911,telangana southern electricity board,pls enter electric board,0
34931,Give me best offers on flights,Do you have any best deal,0
73278,i want discount on flight booking,Give me best offers on flights,0
1778,Offer,Are there any cashback offers,0
13908,I would like to get daily horoscope updates,How will I get to know about prize?,0
1019,investor be a borrower,Investor,0
27337,Target of Grievance Redressal platform portal,About Grievance Redressal,0
24598,change savings bank account,How can I add new savings bank account?,0
6735,Society be formed after possession,What if I have children after possession of the flat?,0
36157,what is Mutual Funds?,Other mutual fund,0
75258,I want to delete all old message,I want to cancel horoscope subscription,0
37300,modification Exercise Reminder,exercise reminder,0
59125,Please give me your pic,send your picture,1
68015,call centre number,contact centre number,0
41142,Still it is not getting connected,not getting otp,0
66738,My MTNL landline bill,Landline Bill payment,1
8997,order food,looking to order food,1
24233,Can you schedule a reminder for calling someone,Can you remind me to call someone,1
71400,am I eligible for any gk prize today,Any gk prize?,1
5536,Update nominee,provide the documentation details to update nominee who is minor,0
14924,Please proceed with below flight from Delhi to Bangalore for 1 adult onward flight air dep 00 00 1 dec dep 00 00 1 dec,please proceed below flights new delhi to bangalore 1 adult - onward flight - 3038 jet airways 9w-823 dep 02 50 pm 29 dec,0
22179,set a reminder exercise,prepare a reminder jog,1
17915,AC outlet design,How do I fix the AC in my unit,0
63329,like to purchase Flight Tickets,provide me Flight Tickets,0
27208,"I checked, this is the right ID",My order ID was right,1
19896,Any cashback on flights,any offer running on train,0
67143,Link to download this app on windows,Please give me the link to download the app,0
19782,Can u email me flight tickets,find Flight Tickets,0
13885,I wanna look for flights,provide me Flight Tickets,0
45935,Give me an update on job application,No reply towards my job application,0
24712,survival benefit,Survival Benefit of My Life,0
64435,Why dont we get to the see the parking that has been allotted to us ?,cannot get DTH Connection,0
36697,Others(Above 75lacs),Women(Above 75lacs),0
56683,near lab,do I have near by lab for the same?,0
36421,how to use cashback,How to apply coupon code,0
53921,That's my correct ID,I gave the correct ID.,1
71249,How long will it take to deliver?,In case I am not available at home and franchisee fails to deliver,0
25352,regulators without getting new connection,new connection,0
13085,Can I pay using Phonepe,pay using haptik wallet,0
10393,lets start quiz,start quiz now,0
72029,Show me some offers on flights.,i want offer on flight tickets,1
18421,How will I get to know about gk prize?,How will I get the prize,0
62561,set reminder drink water,set a reminder jog,0
65101,Change wake up call,stop wake up call,0
6282,Sim is activated,no active sim,1
1179,I didn't get my cash back,i dont get cashback,0
55862,Book me a flight,I want to book flight tickets for ID-E-MILAD,0
39409,verify to list loan,PaisaDukan verify to list loan,1
32332,i want discount on flight tickets,Any cashback on flights,0
52667,Give more results,view more reminders,0
29814,14 th feb morning flight to goa 7 adults 2 kids,Check 29th Jan,0
26091,Industrial LPG products,Benfits of LPG for Industry,0
39851,I want to book flight tickets Can you help me,Want to book flight from Mumbai to Delhi,0
27634,find Flight Tickets,I would like to book a flight ticket,0
35272,when do the prices change,change in pricing,1
2162,i am not able to use Rupay card,i am not able to withdraw bonus money,0
8759,how to verify account,How to verify my mail id,0
17392,looking to Flight Tickets,I want to book flight tickets.,0
39111,remove alert pnr status,pnr status,0
17144,I want discounts on flights,I want discounts on train booking,0
31235,want reminder for,I want to search for a reminder,1
4883,show me flights from mumbai to pune,flights to Dubai,0
32539,link to download this app on computer,I want link to download this app on windows phone,0
23606,I cannot find my ID,I have looked but cannot find my customer ID,0
48632,Remove all reminders,show all my reminders,0
12484,Please send your pictures,give me a your pic,1
53998,Help me with flight booking,Please book a flight,0
16601,Send me daily motivation,Daily Motivational Quote,1
64904,loss and profit,profit and loss report,1
13667,Set an alarm for me to walk someone,Set alarm,0
1066,I gave a true order ID,Can you tell me where is my order ID?,0
45081,When i got receipt ?,When will i get cashback,0
19630,reminder exercise,I need a reminder for exercising,1
50622,Show another quote,Show another,0
24766,modify items in my cart,show items in my cart,0
51893,what are offers on flight booking,I want discounts on flights,0
32499,remind me to exercise,"Hey, can you set a reminder for me to exercise?  .",1
173,When will i get cashback,When will I get my confirmation,0
29907,modification Birthday Reminder,"Hey, can you set a birthday reminder for me?  . .",0
49466,What is my horoscope I don't know?,Don't know the answers,0
37194,What is the procedure to change the bank account,I want to change my bank account,1
7918,cricket Terms and Conditions,Terms and Conditions,0
26136,want reminder for appointment,show reminders,0
69468,how to see login page,Unable to see any One time password,0
2845,suggest Flight Tickets,want to buy Flight Tickets,0
54208,What is the maximum tenure possible,What is the maximum loan amount I can avail,0
22026,How much cashback can I use per order,How much cashback will i get,0
12599,what the eligibility criteria,eligibility criteria for total secure plus,0
20905,Give me best offers on flights,any discount on flight booking,0
74913,want train tickets from mumbai to pune,i want to go to bengluru,0
54679,What is the procedure to update nominee in CDSL,How can I update nominee for NSDL account ?,0
14736,Will i get cashback on,How much cashback will i get,0
73218,its not working,One time password not working,0
34936,issue regarding order cashback,issue regarding refund,0
50892,send ticket on mail,Will you send the tickets via mail,0
55978,I want to book bus tickets for Guru Nank Jayanti,I want bus booking,0
63601,bike service,in servicing my bike they will change engine oil,0
33833,show your photo,i need your number,0
9418,electricity bill pay offers,Postpaid bill pay,0
31142,thanks for the efforts,Thank you,0
75637,Show timings for MTV,Change in show timings,0
40088,How to enter referral code,How can I use referral code,0
16763,i want discount on flight booking,any cashback on flight tickets,0
54921,nearest railway station,railway station,1
30352,I got no sim card,Saudi sim card,0
46074,reports for contract notes,password for contract note,0
58477,Status of PNR train,check rail pnr,1
4788,cancel my flight,Cancel,0
19673,I want to know fare for whole month,I want to know fares of flights,0
50900,Help me with flight booking,I would like to book a flight ticket,0
4400,That order ID is correct,That's the right order ID,0
47475,Book me a night ticket to Delhi tomorrow,Can I get the fare rates of flights from Amritsar to Hyderabad for Dec 3,0
46779,I havent receive any password,not receiving password,0
4069,today's IPL match,Next ipl match details,0
21001,When will I get TDS certificate?,when will i get referral cash,0
3754,set reminder birthday,set a reminder medicine,0
53066,Can PAN card details be changed?,Approve my account and pan card detail,0
73329,Supply of LPG for Industry use,Industrial LPG products,0
40826,I wanted an invoice for the test done,Can tests be done at home,0
62875,Can you schedule a reminder for exercise,exercise reminder,1
53778,Cab booking to Gwailor airport,I want to book a flight,0
7506,show motivational quotes,I would like to cancel my Daily motivational quote,0
66957,Not helpful when I needed to change my ticket,Took too long to change my ticket,0
24604,find alternate resorts,alternate resorts,1
55965,Want to book flight from Mumbai to Delhi,need flights from mumbai to pune,1
39259,I have to change the bank from,The amount is debited from my bank account but balance is not showing,0
49025,Book a flight,wana book a flight,0
56815,gk prize announcement,see gk prizes,0
67636,link to download this app on computer,Link to download this app on windows,0
17446,How long it takes for processing balance,How long does it take for processing balance transfer,1
20439,what are offers on flight booking,i want offer on flight tickets,0
12845,Signature,Signature Bites,0
38223,reminder to call modification,call to remind walk,0
7770,what is my rank in cricket,what is my rank in bollywood,0
36840,stop my reminder,I want to delete my reminder,1
33583,I gave the correct order ID,I've already given the correct ID,0
33619,but it already 72 hrs over,48 hrs have passed,0
9868,I want invoice for my test,can u please provide invoice,1
52923,I have a german number.. how can I get otp?,did not get One time password,0
75443,want mumbai to bangalore flights,Tell me the flight for guwahati,0
45898,reminder cancel,I need to cancel a reminder,1
51754,want trains from,Train from,1
49153,I want to see the Detail of my policy,I want to see the list of Products,0
3807,"No, this is my first time",first time,1
15212,Whats weather today,what's the weather like,1
58133,I am in top 200 in cricket,I am in top 200,0
3292,why are you charging convenience fee,convenience fee zero,0
5670,Can you send me your picture,Send me your mobile number,0
68065,flight,I want to book a flight,0
51589,show cricket leaderboard,last cricket leaderboard,0
5496,How to connect?,how r u,0
70639,any cash back on flights,Let me know if there are any cash back offers,0
6521,receipt,Receipt List,0
14088,Show me another fun fact,Fun fact: A glass of water right after waking up can increase your metabolism dramatically,0
59385,Pls let me know investment plans,I'll let you know,0
71239,iphone app,I have an Iphone,0
41279,Activate option 1,I will go with Option 2,0
33692,Tell me your name.,What is your name?,1
7470,I need to book under Student allowance,I want to book ticket,0
63172,i want to know Project Related details,Project Related details,1
44689,"Hey, can you set a reminder for me to exercise?  .",remind me to exercise,1
73823,Help me with the Premium for Criticare,What will be the premium for Criticare,1
21780,Gym,reminder for exercise,0
39811,gk Terms & Conditions,cricket Terms & Conditions,0
8586,any discount on flight booking,Book flight,0
60142,My bonus or invite code is locked,Invite code,0
47224,i want discount on flight booking,Tutorial for flights deals,0
30429,Will I be help with the manifold setup,Do you provide Manifold Setup,0
65862,I need to know the train status,Railway status,1
44651,What is the word of the day,Word of the day subscription,0
39979,Set an alarm to meet,Set alarm,0
43622,I need report on email,trying to find my report,0
40989,remind medicine,set a reminder medicine,1
24096,Are mutual funds risky,Mutual funds,0
51918,received OTP,not receiving One time password,1
57122,delhi to kolkata,I want to go to penang from ahmedabad,0
26501,I would like to cancel my Reminder,reminder cancel,1
23545,Trying to login with my email ID,what is your email id,0
26166,not able to get the lab id,I don't have lab ID,0
12943,set reminder jog,reminder exercise,1
28344,The order ID is right,That's the right order ID,0
62643,Please book the closest cab,Get me nearest cab,0
15775,stage of completion is my project,promoter undertaking for completing project,0
1135,Check flight status,flight status,1
7999,money,Money Plan,0
52743,I want link to download this app on windows phone,Please give me the link to download the app,0
6927,how can i generate my trading password,reset trading password,0
44091,Any offers for paying electricity bills,Electric bill,0
60201,beauty parlour,beauty parlour facility,1
43379,check price for flight from mumbai to pune,flights to Dubai,0
9175,contract notes report,Check contract note online,0
18313,prepare a reminder birthday,schedule a reminder birthday,1
67992,features of GCAP,Assist me with the Key Features of GCAP,1
69716,Get Daily Joke Updates,I would like to cancel my daily joke subscription,0
35953,send my items,show items in my cart,1
25334,Hard to make payment for booking,I had a hard time making my payment,0
75531,i want discount on flight tickets,I want offers on train booking,0
236,Want to know Survival Benefits of saral nivesh plan,Survival Benefit,0
46342,show  Flight Tickets,like to buy Flight Tickets,0
32404,I want to change nominee,Can I change my Nominee,1
32037,I gave a true order ID,Where is my order ID?,0
9237,remind to call,call to remind exercise,0
23844,i want to change the store which is delivering to me,which store is delivering,0
30462,can you give me ur number,Can I have your number,1
57186,I would like to get daily horoscope updates,Get Daily Joke Updates,0
19238,your phone number,Give me your phone number,1
9197,This is the correct order ID,Can you tell me where is my order ID?,0
55794,show gk leaderboard,previous GK leaderboard,0
45943,Is there student concession flights,Tutorial for flights offers,0
16134,I have construction quality issues need assistance immediately .,Quality of construction work specifications,0
11542,compulsory to link trading account with bank account,How many savings bank account I can link with my trading account?,0
9577,I need my ticket mail booked two days back,I want ticket booking,0
13239,Share promo code for flights.,Is there any promo code which we can apply,0
25974,Send me flight timings from Mumbai to Delhi,suggest me Flight Tickets,0
38327,What are offers for mobile bill payment,mobile bill payment,0
39011,calculate premium for gcap,Need your help to know the Premium for GCAP,1
21887,looking to Flight Tickets,recommend me Flight Tickets,0
66029,Any offers currently available on uber.,Are there any cashback offers,0
26506,what are offers on flight booking,Tutorial for flights deals,0
41166,my account is closed so need to add new account,add new savings bank account,0
35764,what is my Phone Pay balance?,I need to pay my mobile bill,0
18915,I am getting a error message when I log in,getting error SMS,0
56044,Subscribe to motivation quotes,Motivation quote,0
28864,I want to book ticket,do i need to book an appoinment,0
19805,I want to link multiple bank accounts,can i transfer funds from multiple bank for trading,0
35891,havent got refund,My refund,0
33099,Hi i want to book flight tickets .,Hi Please help me with flight bookings .,0
677,Give me information about Survival Benefits,Help me with Survival Benefits of saral nivesh,0
75696,electricity bill pay offers,bill pay,0
1740,Facing issues while login using my Email ID,what is your email id,0
54152,BSNL landline bill,How do I pay bsnl landline bill?,1
52985,But haptik dont charge convenience fees,How much will be the convenience fee,0
40903,suggest Flight Tickets,Is there any reminder for flights ticket,0
13320,I want to book a flight,to book the tickets movie,0
15401,When fare changes,Give a update about that when the price is less,0
40578,Tell me more plans that kotak mahindra bank offers,Tell me more,0
1679,How to claim bollywood prize?,May I know the prize for bollywood,0
7167,pin on chat,got the pin,0
17767,is auto connect chargeable,about auto connect,0
69074,I want to book flight tickets Can you help me,I need to book tickets,0
30741,Please help me find my order ID,Where can I find my order status?,0
3493,still does not work,Still it is not getting connected,0
41855,I would like to book a flight ticket,Please help me with booking flight tickets,0
679,What are the key features of GCAP,Key Features,0
9751,Key Features,Explain me the key features of My Life,0
43942,why didnt you call me.,dont call send me a message,0
50504,Cancel all of my subscriptions,cancel all daily reminders,0
12185,is the resort available?,show me available resorts,0
52987,want reminder for birthday,send reminder,0
5955,cost of renewal of lease clause,MIDC lease renewal clause,0
55521,Already contact Amazon,Amazon,0
71760,best offers on dth,dth offers,1
62403,I need a reminder for calling someone,give reminder,0
30300,remind me about exercise,remiand me about exercise,1
15703,not able to get the lab id,I am not able to pull my report,0
9173,want reminder for walk,give reminder,0
57394,Give me best offers on ola,Some awesome cashback offers on ola.,1
18,I want to play the quiz,I want to play the predict and win quiz,0
55094,still doesnt work,did not work,0
21934,Help me with the Premium for Saral Nivesh,Saral Nivesh,0
46389,mutton shop at,nearest mutton shop,1
2350,I need a reminder for meeting,need a reminder,0
20599,please remind me walk,call to remind walk,1
73809,Send your pic,can you give me ur number,0
68137,all show mtv beats,mtv beats,1
13563,Any deals on airtel   postpaid,airtel postpaid bill,0
48702,modify wake up reminder,wake up call,0
72091,i am not getting the login page,didnt get pin,0
44686,reminder walk,set a reminder walk,1
69413,"I checked, the order ID given is correct",Can't find order ID.,0
41543,Show me some offers on flights.,i want discount on flight tickets,1
53093,i want ticket from mumbai to pune,And back to kochi on night 03 dec,0
25638,what is the premium for Total Secure,May I please know the Premium for Total Secure,1
15711,Key Features,what are the key features,1
33756,Not receiving OTP,I m not receiving wake up call,0
36145,What time will duronto Ahmedabad to mumbai  come today,i want to go from mumbai to pune,0
40631,I would like to change my  exercise reminder,I need a reminder for exercising,0
10682,I got cheaper price for this flight,found cheaper fare,0
29290,Pls send flight status,flight status,1
8657,stop alert train live status,Sorry I wanted to remove alert,0
204,"Hey, I want to pay my landline bill .",Want to pay landline bill,1
51421,I want news in Hindi language also,I'm hindi language,0
298,Is there any promo code which we can apply,Is there any reminder for flights ticket,0
3280,I would like to stop updates for this match,I want to clear the chat history,0
15912,How to download invoices?,I want to download report,0
50537,Any cashback on ola booking?,ola offers,1
21813,Provide more Health benefits,Show Health benefit,0
63800,when train arrive at,please remind me arrival of train at mumbai,0
45554,Gym,set a reminder jog,0
40240,I got no sim card,Sim card is inactivated,0
61556,electric bill offers,I want to pay  electricity bill,0
2676,I don't want you to get in touch,I don't want a call,0
66628,Please book a flight,I want to book flight tickets for NH7 weekeender,0
118,What are the key features of My Life,Need to know features of My life,1
12371,I want to get connected to your wifi,Still it is not getting connected,0
20060,I can get your phone number,Can you give your mobile number,1
28359,Make my trip is giving cheap flights,Pls send me cheapest fare,0
27646,What are the types of SUPER GAS LPG Bulk Installation?,bulk lpg,0
3137,customize corporate tours,corporate tour inclusions,0
38325,Hotel LPG,Hotel LPG Cylinders,1
49692,Where credit cash back amount,Where is the cash back,0
41120,stop alert pnr status of train,stop alert flight,0
44692,Any Coupons available on train booking.,i want to check fare and availability of a train,0
73648,parental control,details on parental control,1
14159,I want to check flight bookings,to buy Flight Tickets,0
40556,I want to know about the flight offers,Tutorial for flights offers,0
11788,"I don't understand, this is the right order ID",My order ID was right,0
51420,Edit reminder,sorry change this reminder,1
33743,More information about your partnership with Network18,Can you give us more information about your CSR initiatives?,0
30852,Key Features of GCAP,I want to know the key features of Total Secure,0
53568,What is the warranty period for the regulators ?,warranty period for the regulators,1
75416,Who is liable to pay the TDS on property?,how to pay tds on property,1
17018,cost of test,may i know the charge of the test,1
65882,supply LPG industries,Benfits of LPG for Industry,0
57064,find Flight Tickets,need flight baggage details,0
46630,What will be the Survival Benefits of saral nivesh,I wanna know about Survival Benefits,0
48365,what kind of Reminders can U set,set reminder exercise,0
1109,Can you give your mobile number,your phone number,1
45160,I want to jerk you,to do list,0
43520,remove alert live status of train,cancel my alerts,0
42423,remind me for drink water,call to remind drink water,1
15974,Total secure plus,Help me with the Premium for Total Secure,0
61420,want to get my report but I dont have Lab id,I want only BIll of my report i got report,0
67607,blocked,my cash bonus is blocked,0
18674,Is this the final price I have to pay No offers available,Referral cashback not received,0
24231,I want to book flight tickets for ID-E-MILAD,recommend Flight Tickets,0
44806,facing issues with login,error with login,1
6722,"Hi, I want to buy micro cables .","Hi, I want to know the price of Rapid Charge Micro cable .",0
124,Sofa dry cleaning,i want my clothes dry cleaned,0
60697,ceiling fan,install ceiling fan,1
10450,reminder for birthday,want reminder for birthday,1
24869,What are different types of cylinder installations?,availability of Industrial cylinder type,0
49619,I want to do a full body check up,My body is full time ache,0
16710,new LPG,new LPG connection,1
61350,whats the charge for it,charges,0
50589,I don't need your help,Plz give your phone number,0
10426,full payment for the tour,full payment benefit,0
52664,Muje cash back nahi mila,cash back nahi aaya,0
959,total secur,benefits of total secure,0
27187,I want to know the flight prices to Delhi,I want to go to penang from ahmedabad,0
44267,Any offer,Any cashback on flights,1
46396,can you help me change my reminder,modify reminder,1
5626,not got confirmation email,Not getting OTP,0
38565,Didnt receive cashback,Still not receive on my mail,0
74194,When i got receipt ?,Can i get a receipt,1
60883,I want to know the key features of WAAC,Explain me the key features of WAAC,1
21491,help me to change the company name.,Want to change my Contact number.,0
67993,any cashback,any offers on bus tickets,0
