Text,Summary
I bought one of the Stash teas-don't remember which one. It contained gluten!  I am gluten intolerant but NEVER expected ANY tea to contain gluten.  There is NO reason for tea to contain gluten.  Celiacs beware!,Gluten in Tea!!!
I bought these sausages along with some Merguez sausage (Algerian Lamb Sausage). The merguez was wonderful and I am going to order them again soon. However the saucisse de Toulouse were close to inedible. They were chewy and had hard lumps in them.,Chewy Sausage
ordered on feb first-- today is feb-27 still no order--- told out of stock - but as when I ordered - amazon says it's in stock.. SO ORDER BUT DONT LOOK FOR YOUR ORDER FOR 30 - 40 DAYS( CANT SAY DONT HAVE THEM YET),would be nice if  amazon  would ship my order
"I compared the 18 cup Dark Magic (from Target) to the 50 cup Dark Magic(from Amazon), since the labeling and k-cup is markedly different.  The coffee did not taste as rich, so I became more curious.<br /><br />I opened the k-cups to find the 50 cup filters have a visible cross hatch pattern, as compared to a dense firm paper style.  I used a microscope to see the difference in density, as well.  The weave of the fibers of the 50 pack is not as closely bound.<br /><br />The coffee granules are finer in the 18 cup, giving the coffee a different texture on the fingers.  The 50 pack ground coffee appeared 50%-100% larger under the microscope.<br /><br />I hope that Keurig can shed some light on my findings!  I have photos I can submit.  I notice amazon is out of stock, currently.  Perhaps, Keurig is looking into the matter.",Not the same quality!
"Ineffective and worthless. I bought this product for indoors and two other outdoor fly traps.  The outdoor traps worked immediately and I have noticed less flies in my home from my backdoor over the past week.  However, this indoor trap has caught zero flies yet over one week, while the outdoor traps have caught a combined 75-100.  I get excited looking at the trap thinking a fly was caught, but then realize that is the picture of a fly instead:-(.  Don't waste your money on this product.",Worthless Indoor Trap
Worst product I have gotten in long time. Would rate it as no star if I could.  Simply did not catch a single fly or bug of any sort.  Went to the hardware store and bought the old-fashioned spiral fly paper which was very effective.  Had an unuasual influx of flys in the house this fall and needed to do something.,Doesn't work!! Don't waste your money!!
"I had an infestation of fruitflies, they were literally everywhere flying around me in my  kitchen, so I bought this product hoping to at least get rid of a few. But after 2 weeks, only 1 fly had stuck... I was going around with a notepad and squishing the buggers myself with a success rate of 2-3 a day so clearly this product was useless! I even dabbed to red wine and banana to the top of the column after 1 week because they were really attracted to any red wine I had in a glass... but still it did nothing to get them stuck. And then I actually saw a second fly land on it once, and I watched as it flapped it's wings frantically and within 30 secs it had unstuck itself!!!! This product was a total waste of money!",only one fruitfly stuck
"Well, I purchased 3 as they were inexpensive and I figured for the shipping, I might as well. I have two up in to different areas of my small apartment and after 24 hours, nothing. I've managed to kill some flies but that was only by me swatting at them.",Not yet...
"Even the cheap 'ribbon' traps have caught many dozens of flies in the few days I've had them, and the liquid bait traps (Rescue, and Victor's Fly Magnet) have caught hundreds in a few days, but this thing remains empty (the best seems to be the Rescue trap, I call ""the stinker"", because it reeks, but it works). This trap is in the same space as the other traps, and there are hundreds of flies out there. Just does not work. While it is an ""indoor"" trap, the directions say that it can be used outdoors if protected by weather, which it is.","Doesn't work. I have 4 different types of traps, and this is the only one that is empty."
Pop Rocks weren't introduced to the public until 1975... By that time you are a 20 yr old adult if born in 1955... What's the point?,Pop Rocks...
"We bought a carton of Paul Newman's brand because of the raves your on your website. Louie, who will eat almost anything, turned away from this meal in disgust. We gave away the rest of the cans.","""Don't give me that again"" Louie  the Boston Terrier"
"I ordered this as a Christmas present. When we opened it we found out that you need about $200 worth of equipment to make this. I am an amateur beer maker and thought this would be alot of fun. When you order extra there it says REFILL kit. That is EXACTLY what this is! A REFILL KIT!!! This advertising is extremely deceptive. It also says nothing about all the extra equipment you will need, so here are the thing you will need to buy;<br /><br />*Primary Fermentor: food grade plastic (30) little capacity.<br />*Carboy 23 liter glass or food grade plastic<br />*Racking tube and siphon hose<br />*hyrometer, thermometer, and test jar<br />*long hadled plastic Spoon<br />*Bottle Brush<br />*Bottle corker<br />*filter and filter pads From A wine retailer<br /><br />And now you are ready to go!!!",This is a REFILL kit! Do not be fooled
"Cute little can - definite black cherry flavor and nice fizz - but even without ""added sugar""... there are 33 grams in this little can.  So, for this reviewer -- too much sugar coursing through my system after trying.  For those who can handle high sugar and don't want ""soda"" in small sizes, this may be great.",Cute Idea - way too much sugar
"This just doesn't taste like cherry to me.  I like sparkling juice, such as the <a href=""http://www.amazon.com/gp/product/B0014WYXYW"">Izze Sparkling Juice</a>, so I hoped that this would be a nice alternative to give me additional flavors.  It also has 120 calories in this little can, which is really disappointing.  It's not really healthier than soda.",where's the cherry?
"I was not aware of and was not told the country of origin when I purchased a case of Newman's Own Organics Canned Dog Food..  This product is made in Uruguay not the USA!! It made both of my dogs sick with severe diarrhea.  Blue Buffalo was out of stock so I thought ""Newman's Own"" indicated it would be a good product made in the USA.  WRONG!!!",Newman's Own Organics Canned Dog Food is NOT made in the USA
We got our Canned Beef from Amazon around last summer but opened it just now.  It smells vile.  No way we are giving it our dogs.  Not sure if this a variation or do they always smell that bad.  Definitely deleting it from the Subscribe and Save list.,Vile odor (Canned Beef)
"We bought a carton of Paul Newman's brand because of the raves your on your website. Louie, who will eat almost anything, turned away from this meal in disgust. We gave away the rest of the cans.","""Don't give me that again"" Louie  the Boston Terrier"
"just received a case of 12 chicken & brown rice formula...every single can was dented beyond use...this was a problem before and supposedly amazon was to get their shipping problem with this item corrected...it states that this item is not returnable although damaged, i wrote to amazon requesting a return label and credit ...will see what happens...i want to return the case of food so they can see the damage, there were 4 air pillows in the box but they had holes torn in them so they were flat and just laying on top of the food...ordered this product from another website while waiting for amazon to straighten out their shipping problem, the other company sent the order UPS and the case of food was surrounded by the Styrofoam pellets and not a dent one !...UPDATE... Amazon replace order, came UPS this time instead of USPS, air pillows were again torn and flat, but only one can barely dented,...Also, i opened one of the dented cans from the first order, bad smell and food was pulled away from the sides, so take care with dented cans of dog/cat food",GOOD FOOD ...BAD PACKAGING
"My husband and I love Cella's chocolate-covered cherries and I've ordered them many times from Amazon, but each time used a different seller. This batch is awful. The chocolate is melted not crisp, the bottoms of each piece looks as if a thumb has pushed them up and there doesn't appear to be any liquid center. Some of the pieces are sticky, too. I will never use this seller again. I wasted my money and that makes me angry.",Very poor quality
"At the time of purchase, the production description stated:<br /><br />Blue Diamond Natural Cinnamon Brown Sugar Oven Roasted Almonds 8 oz<br />by Blue Diamond<br />Be the first to review this item  Like (0)<br />List Price: $32.55<br />Price: $6.82 ($0.12 / oz)<br />You Save: $25.73 (79%)<br /><br />Product Description<br />Blue Diamond Almonds Oven Roasted Cinnamon Brown Sugar - 6 Pack<br /><br />Both the list price and description suggests that it is a 6 Pack.<br /><br />I ordered 2 and received 2 ""1 packs"".<br />This is a single 8 oz container.",Incorrect information
"This product tastes good, but you can buy a container of each type for $9 at Wegman's. If you get it from this place, you pay $26 (TWENTY SIX!) for shipping and handling. Why? All I found was a freezer pack! What a ripoff. When I asked about the high shipping, the response was fairly snotty. When we received the product, we found it labeled ""specially selected for Wegman's."" Sure enough, next time we went, there it was. In addition, two of the containers had an expiration in two weeks! All in all, the shipping costs make this a big ripoff. Get it at Wegman's.",shipping really high - buy at Wegman's
Product is not growing even when following the directions to a tee. I would not buy this product again.What a rip off,non growth
"I have done considerable reading on olive oil quality and sad to say, there is quite a bit of adulterated oil on the market. I cannot determine the true source of their oil, but each of the three bottles I purchased had a very acidic bite to it: either the oil was rancid or simply of very poor quality. Good oil will have a smooth buttery quality to it --- you can sip olive oil with the same delicateness of palate as you would wine. This oil however completely fails this test.",Very poor quality
I love Swedish Fish but was horrified when I received a bag of deceased fish!  The bag was torn open in the box.  Some were hard as rocks.  Others had melted into a bloody red mess.  What are you made of that you can house both extremes in one bag?  I'll never eat one again.  I've switched to blue gummy sharks.,these Swedish fish arrived dead.
"The texture of these chips is terrible, it is like eating styrofaom, the taste is not bad but far from delicious. There are new much better option",Not nice
"DEfintely not as tasty as the Madhouse Munchies which are my family's favorite. Kettle's are dark/burnt,more broken bits, taste greasy-oily and not the light crunch. Oh well.",They're Not Madhouse Munchies!!!
"I ordered these hoping to have something more special than Orville, but these rarely come out of the pantry anymore. They pop much too small and once popped they are more hard then puffy and soft. The dark kernels are also quite unpleasing visually, looking like burnt popcorn. Finally, the ratio of fluffy popcorn to interior kernel is too low.<br /><br />If I ever want to have an authentic old-world treat of pre-hybridized and optimized popcorn, I'll pull these out. Until then, I'll stick with my Orville's that pop huge and fluffy and don't leave so many un-popped kernels behind.<br /><br />I notice a lot of the 5-star reviewers are either comparing this to microwave popcorn or are the type of people who think a misting of Olive Oil is a ""delicious"" topping? I can only laugh. So take those reviews with a grain of salt (haha). One even bemoaned that it isn't ""organic.""<br /><br />But if you like your popcorn with salt and butter and would judge this on its merits and not because it comes in a package and name meant to entice psuedo-foodies and vegans, I say pass it up and go with a name brand that let's you use half the kernels and get the same amount of popcorn. And if you've only ever eaten microwave popcorn, this isn't the popcorn to switch to.<br /><br />UPDATE: Ran out of Orville, so I dipped into my India Tree again. I'm throwing the rest away. If there is a special technique to get these things to taste good, pop evenly or simply be edible, I haven't figured it out.","Won't be ordering these again, pop too small"
I have to say I'm quite a fan of Ramune soda.....just not at this price. I know there should be a store SOMEWHERE wherever you might live that sells this soda or just some other online store. It's just not worth it at this price. Even if you were using amazon.com credit (which I am) I wouldn't waste my money on this. It's a shame.,Far too expensive.
"I purchased a pack of 12 for long term storage, and 11 out of 12 cans<br />were dented.<br />Storage cannot be ""long term"" if the can is dented. I had previously purchased a<br />pack of 12 so thought I should check those also. 3 of 12 were dented.<br />Looks like I will be eating a lot of brown bread this winter while looking for<br />another place to purchase.",Not for long term storage
"I have ordered these apples twice now to make sure of my discovery.  The apples are NOT cored.  So therefore, you are eating the core, seeds and stem.  It taste awful when you bite into these parts.  I will not be ordering again.",Bare Fruit Dried Fuji Apples
"Just like the other person said, this is NOT Godiva. It isa very cheap UNSAFE piece of cheaply glued fabric and plastic with a few Hershey's chocolates in it. I honestly wouldn't even pay $1.00 for them, let alone this price.",A scam
"If drink disaster has a taste, this is it. BB pina colada mix was so bad, I thought it was expired. Using Splenda is a bad idea, Bob. If you read these reviews, sCRAP this recipe and if you gotta go sugarless, try stevia, much smoother...",Worst Drink Mix Ever
This product made my poor dog sick! I never seen her so sick before. I DO NOT recommend this product at all!,Smoked Bone
"Canidae has changed the formula of their ALS recipes.  Many, many dogs have become ill after eating the new formula.  The web is full of complaints from dog owners whose dogs are experiencing the same awful symptoms (Diarrhea, vomiting, itching, hot spots and even seizures).  Do your homework before buying this product.  The company changed the formula without notifying the public.  Would give zero stars if possible.",Beware new formula!
"Absolutely horrible, I have never had such terrible hot cocoa, very artificial taste .  It's going back!,  Waste of $13!",Don't waste your money!  I'll keep my coco motion from Mr. Coffee
"Be cautious about all store dog foods. My dog had been eating Natural Balance Sweet Potato and Fish and developed digestive issues and almost died.  I thought it was a number of things. Had lots of tests run and then one of my clients dogs developed the same issues with his dog on the same dog food and has also spent a lot of money trying to correct the gut issue. Can't prove anything as we got rid of the dog food, but since they recalled their Sweet Potato and Chicken this year because of (see below)...Posted: Jun 21, 2010 at 4:00 PM [Jun 21, 2010]<br /><br />In 2007, a pet food recall was issued after the FDA discovered that vegetable proteins imported from China that were used to produce pet foods were contaminated with melamine. Sadly, some animals were sickened, and even died. After this recall, it's fair to say that many of us had become even more aware of how the pet food industry is regulated and how lapses are corrected, which is a great thing. Knowledge is power, as the saying goes.<br /><br />The FDA posted a new announcement for a voluntary pet food recall on June 18 - relating to Natural Balance Pet Foods, Inc. More specifically, the company discovered that there was the possibility of salmonella contamination in 5- and 28-pound bags of their Sweet Potato and Chicken Dry Dog Food. Consumers who have purchased that formula need to look for a ""best by"" date of June 17, 2011.<br /><br />Flickr photo courtesy of Denise Chan<br />Salmonella, also referred to as salmonellosis, causes digestive problems, and dogs will typically present with fever, diarrhea, vomiting, and weakness. Other symptoms can occur.<br />Salmonella is a zoonotic disease, meaning that it can be passed to humans as well, so care needs to be taken. Hand washing is a must - even when handling dry pet food that may be contaminated with the bacteria.<br /><br />To keep up to date with current recalls and information on pet food safety, visit the FDA's website to view the updated list that includes not only dog and cat foods, but also horse feed.<br /><br />[...]",Be Careful with this brand
I have bough Larry's coffee in the past and it was ok. This last batch was awful! The beans were not fresh and it taste only slightly better than Maxwell house! do yourself a favor and get coffee from coffee bean direct on amazon. WAY better coffee at a way better price,HORRID!
the little wax bottles had melted together in a big messy blob of wax with the liquid leaking out in all directions.,Shipping in hot weather is not advised
"The actual Chestnut Cream itself was wonderful. It is a favorite of my mother's from her home country of France. The problem is not with the product, but with the shipping. The first time I ordered it for her, all six cans were so dented in the box that we were scared to open them. The one piece of packing material,a completely deflated ballon, did not keep the cans from rolling around in a box way to large for them. Amazon did resend us the product at Amazon's expense (best customer service ever!), but once again the bag was nearly flat and the can were very damaged...except one and that one was very tasty though it cost $26. My advice don't buy can goods through the mail.",bad shipping=bad food
Love Jif Peanut Butter and placed an order through Amazon for the 2 48oz jars for $19.00 then visited my local Walmart and found 2 40oz jars for $9.24.  I like the concept of buying through Amazon with no shipping and no tax.  But I got taken on this order.,Way Overpriced
"Google ""propylene glycol"" to find out why.  I bought this product, along with several others, without running the ingredients by my wife first (a nurse of 30 years) she<br />was surprised when she noticed it.. we went a googling, and poured my $50 order down the drain afterwards.  There's ""pure"" and then there's ""not so much"".....",We poured ours out
"Those people who wrote positive reviews on this pepperoni are definitely their workers doing their job behind the computer.<br />These smell bad, taste bad and looks bad.<br />I love pepperoni, I love them cooked but preferably eat it raw.<br />They should be licking finger good. But Nope! Not these.<br />It has that after taste and before taste. Very strong beefy like taste.<br />Like that other one star review, it smells awful but not that bad when eating.<br />It is edible but definitely not enjoying ones.<br /><br />I'm gonna try to put these on pizza and have it cooked all the way.<br />Or else We're gonna throw away 6 packs of these.",Yuck!
Ordered the product in the middle of june and i have yet to receive the product despite contacting customer service,been 2 months and still have not received the product
"While I agree that these nuts are quite tasty, the total weight of the eight packs is one pound. Thats $26.00 per pound for cashews! I can buy fresh-roasted spiced cashews at the local gourmet nut shop for half that and see them roasted right in front of me!",Very expensive
"I'm giving this a one star because obviously there is a problem with the packaging seals on this product. The only reason I order is that I don't have time to go buy these at a local store which is about an hour from my house--thus ordering makes sense. Except that when my shipment arrives there are 3 packages out of the 6 boxes that are leaking. I open up the box and there is a terrible stench. Spoiled coconut water smells awful, especially in the 100 degree summer temps we've been having. So I unpack the boxes, and pour out the spoiled contents because of the smell, and then go to Amazon to try to report that 3 out of the 6 boxes in the package were damaged. Well, it looks like the only option is to return the package or request a refund. I need the other 3 boxes that were not leaking, and can't find an option to report this to anyone. Then I read the other reviews for this product and note that I'm not the only one whose experienced issues with leaking during shipment. Since there doesn't appear to be a way to be credited for only the items in the shipment that were leaking, and keep the others, and I would have had to get clean boxes and repack the horrible smelling boxes in new packaging to ship back, I just decided to keep the undamaged ones, and to let others know. I won't be ordering this size again in the future, and will just make the one hour trip to my grocer that carries the larger size and then buy locally in bulk next time.<br /><br />Note: if you try the product it is really good, but the packaging leaves a lot to be desired.","Bad Packaging, Great product but can't recommend shipping"
"<span class=""tiny""> Length:: 0:32 Mins<br /><br /></span>I have been on the coconut water wagon for over 2 years now.  I truly feel there is no better coconut water than the one that comes directly from the source in hand.  Because fresh coconuts are not easy to find I started buying Vita Coco over a year ago.  From all other coconut waters out there I felt theirs was the best tasting, best quality and I also liked the fact that the source of the water came from just one country and not multiple ones.  I have been a happy consumer for over a year, most of my purchases came from the local supermarket until I decided to purchase the vita coco 6 pack on Amazon as part of the subscribe and save program I gave a box to my mother in law. Earlier this week she opened one of the containers and she said the taste seemed a bit off, a little rancid and she felt like I had swallowed something more than just water. She decided to take a closer look and I was appalled at what she uncovered. Huge chunks of mold her water; it made her sick to her stomach. I am sad to say that after this experience we will no longer consume this product. My concern is what kind of quality control is out there and is this the first incident.  I have heard many reviews talking about rancid taste and moldy taste I wonder how many of those containers had the same stuff inside.  Worse of all is that I have been giving this water to my 3 year old who loves coconut water. My mother in law sealed the container and took these pictures I have contacted the company but I have yet to hear from anyone.",Vita Coco Buyers BEWARE- Mold inside
"Are we seriously supposed to stand there for hours and hold this bottle up in the air while the dog licks it? This is the new wave of dog ""treats""??<br /><br />To be honest, when I ordered this, I kind of missed the whole ""Likety Stik"" wording on the bottle. I mean I definitely saw the ""Likety"" wording, but didn't pay any attention to the ""Stik"" part. I saw that it was bacon flavored, so I assumed it was a bacon flavored substance almost like a gravy to pour over your dog's food, especially by the shape of the bottle.<br /><br />When it arrived, I was like what the heck is this?? At first glance you would almost assume it is roll-on deodorant, but then you see the picture of the dog in the middle of the bottle, so you know it can't be.<br /><br />But I did try giving this to all 3 of my dogs. None of them knew what to do with it and seemed aggrevated when they licked the ball and nothing would come out. I then figured out I had to squeeze the bottle to make the contents drip out. When I did that, they stopped licking, looked at the ball, took one whiff and turned their noses up in the air as if to say ""ewwww get this thing outta my face right now""!!<br /><br />I find that dogs (mine anyway) like to chew, so they kinda don't know what to do with this odd invention. They aren't rabbits who drink water from a water bottle. This reminded me of something like that. This is for an animal who is used to licking from a rolling ball. You can't exactly give it to a dog, then let them go off on their own with it like a normal treat or a bone, because rather than licking the ball, they would want to investigate what it's made of and would chew it to bits until the contents fell out. In my opinion, not a very good idea and could potentially be very dangerous. I really don't see the point in this item at all, unless of course you are a rabbit.",Pointless dog treat
"This product should have more explicit warnings on the packaging. My husband and I bought this as a treat for our 55 lb Doberman/Boxer mix. He loved the flavor and it served as a great distraction if we wanted to clean his ears or trim his dew claws. Unfortunately, with one swift bite he popped the roller ball into his mouth and down his throat. We needed to rush him to the emergency room where they induced vomiting and then monitored closely for 2 days at home until he threw it up on his own .... After surfing the internet we found numerous other claims with people having the same issue- some even needing to spend a few thousand on procedures to remove the ball.  Additionally, customer service for this company was a HUGE disappointment.  They were unshmpathetic and kept on about how it was not meant for chewing.",BUYER BEWARE
"though i did not purchase this through amazon, i did get this recently from thw grocery store, and have to admit im really disappointed.  i followed the instructions the first evening EXACTLY as instructed with the included paper, and no results.  the second day, i brewed just a little longer, still no luck, (basing this off some other comments from other users here on amazon) then today i only did 6oz, not 12 as the paper instructs, and even brewed this for 6 minutes.  still nothing.<br /><br />i really wanted this to work for me like it has for others, i had heard good things and was so excited, but still no luck.  i guess im one of those people this doesnt affect. ill keep trying it daily till i run out, but looks like ill have to try something else.<br /><br />as for taste, its not bad. just tastes like tea leaves, not deliciously fantastic, but not nose-pinchingly undrinkable. good luck to anyone else. hope you have more success with this than i did",really disappointed
"Don't feed Rawhides, they are unhealthy.<br />Sadly, rawhide bones are very dangerous to dogs. While some dogs go their entire lives scarfing down the fun-to-chew treats, they can be deadly. Rawhides can be full of bacteria and poisons. Aside from what is in rawhide, dogs can choke on them or sustain intestinal blockage from ingesting them.<br /><br />Rawhides often come from less developed countries. This means that the hides are transported over poor roads and without refrigeration, before they cleaned and dried. Under these conditions, they can grow salmonella which can kill your dog. It is also unsafe for humans, especially small children, to handle. The problem has been so serious that in 1999 the FDA to issued a warning on the subject stating ""These products may pose a risk of bacterial infection such as Salmonella...FDA is urging pet owners who have these products to handle them carefully. Anyone who comes in contact with these treats should wash their hands with hot water and soap. Elderly people, young children, and people with weakened immune systems are particularly at risk from exposure and should avoid any contact with these chews.""<br /><br />Read up.",Unhealthy
"If I could put zero stars I would!<br /><br />I purchased two 64-fl oz containers of pure maple syrup from Nutricity through Amazon. The product was fine. Then without ever using it, I decided I wanted to return it for a refund. I printed the return authorization and the shipping label from the Amazon website, paid an extra $15 for shipping, and sent the items back. About two weeks later I got an email from Nutricity stating that their policy is no refunds on grocery items, and if I wanted the product back I would have to pay for shipping back to me. That's fine if that's their policy, but it was not clearly stated, and if that is their policy, I should not have been able to print a return authorization from the Amazon website. I feel like I have been ripped off. VERY POOR CUSTOMER SERVICE!<br /><br />Save yourself the headache, and just buy this from someone else!",BUYER BEWARE - DON'T BUY FROM NUTRICITY!!!
"The grains I got didn't look like the one you see on the pic. The one I got had to come from Antarctida bec they were yellow (probably they were frozen before)they also not growing...the amount I got was invisible to my eyes, I complain to the seller so they send me a little more grains but they were still yellow and kind of dead bec they didnt grow. If you want to waste $10 and some time go for it!!! I would really recommend to order it somewere else.",Invisible delivery!!!
I don't know if I'm doing it wrong or if the kefir grains I have are not any good. I've had the milk grains for about 3 weeks and I'm following the directions exactly. The grains are actually growing but every batch that I've made has that rotten sour milk taste.  Any tips that anybody might have that could save this batch or do I just chuck these and start a new?  The water grains I got you are doing great.,unhappy and unknowing
"The actual product is fine.  It's recommended by my vet and I gobble it up daily.  I prefer my owner's food but she's stingy with it so I have no choice.  I even enjoy it at times.  My human was thrilled to order it in Feb 2009 and have it show up on our doorstep (no hauling of heavy bag in and out of car) and it was actually slightly cheaper than if she'd bought it from our local pet megalomart chain store.  I don't like the megalomart all that much.  The floors are slippery and they make my nervous.  But then again, I do like to watch the ferrets.  Oh, little ferret, squeeze your squirmy body of of that glass case. I want to play with you soooooo badly......<br />Anyway... my human went to re-order and the price has jumped by $3 and the shipping and handling went from $6.49 to $19.01.  Her yelp of horror scared me out of sound sleep.  I was dreaming of open fields and frisky ferrets.  ""Seriously?"" she screeched? ""The total price jumped from $41.62 to $57.50 in two months time?""  She's on a rant.  She's going back to the pet megalomart because she can haul her own bag of food for that price.  Oh, all you fine wee ferrets, get ready, I'm coming to seeeeee yooooouuuuuuu!!",The price has skyrocketed and my human is peeved.
"My dog did well with this food for about a year, but the latest bag we purchased caused recurring bouts of profusely bloody diarrhea, resulting in an expensive trip to the emergency vet. I later found that there has been a recall of this pet food for possible salmonella contamination. We've switched to another brand, and she's doing great. I think I'll avoid this one in the future.",Bloody diarrhea
"Though my cat is a huge a fan of all of the Dental Chews produced by greenies, my experience with this product was less than pleasant.<br />This product did the opposite of what it set out to do.  My cat violently vomited hairballs the same evening I fed him these.  In fact, he couldn't digest them at all and has never thrown up so much at one time.  This was unusual and still has me shocked, especially for an animal that regurgitates seldom and mildly.  Be careful, as I wish I had.",Fan of all Greenies products- except this one.
"Very time consuming to peel off paper around edge of capsule, usually pulls off sticky part, so push sticky ring back down around tiny rim in a circle, then try to separate foil lids one by one, add the rubber ring and gently push up around bottom rim of capsule (which fell off on half of the capsules I tried), tamp in expensive ground coffee I purchased, makes a mess, then insert in machine and lots of water pours into tray on bottom!  Surely someone can invent some easier solution for more coffee choices for the Pixie machine.  Waste of money and time all around!",Don't waste your money on this product
"I will start with some helpful info..<br /><br />-Nespresso machine: Pixie<br />-Ne-Cap capsules 100 pcs. ($23.29)<br />-Coffee: Lavazza - Crema e Gusto 250g enough for 50 capsules ($5.75)<br />-Empty capsule weight: ~1 gram<br />-Filled capsule weight: ~6 grams<br />-One capsule preparation time: 60-70 secs<br />-Cost of filled capsule: ~$0.35<br /><br />The main reasons for purchasing the refill capsules are, being able to enjoy the coffee I like and save some money.<br /><br />I haven't encountered any troubles with the capsules EXCEPT that you dont get the best out of it, as most of the hot water is spilled into the used capsules container; although I had the capsules filled, pressed and sealed appropirately. Therefore, I had to reuse the same capsule, however, sometimes replaced it with another one. The reason of water spill/waste is that Ne-Cap capsules are shorter than Nespresso capsules. Thus I assume if they were the same size, the capsules will perform much better.<br /><br />This option is somehow economical, nevertheless, sometimes you may need to use two capsules to enjoy your Espresso, or Cappuccino cup.<br /><br />Conclusion, if you are not enjoying the taste of Nespresso flavours or you like to have your own ground coffee, and want to save some $$$, go for it..BUT dont expect the same performance and cleanness of Nespresso capsules.<br /><br />Update 2/8/2012================<br /><br />When I first used the Ne-Caps, I gave it 3 stars. After using almost 30 capsules, I got to believe that it's not worth it and that Nespresso capsules are irreplaceable. I tried all possible ways to enhance the performance of the capsules, I made more holes at the base, also I dilated the existing ones, but all my attempt were useless. The shape of Ne-Cap pods should be modified to look like nespresso ones. That way, I believe they would be better. So my advice is to stick to nespresso despite the price. Save yourself the time and headache and enjoy your easy, tasty coffee.","Good, but could be better! (updated)"
"I tried to use it took me,a lot of time to filled them up and they don't even work  they were  leaking  and  the quality of the material they used was very<br />Poor",no good
"Looks like product fits some espresso machines but  it is not working with nespresso ""essenza"" machine, all you can get in cup just<br />light brown water","nespresso ""essenza"""
"I bought the top sirloin hoping to finally get a ""good"" steak at home.<br />The first ones we cooked....could hardly cut with a steak knife.<br />The second time we tried them, I tenderized for quite some time.<br />They were more edible that way, but still nothing better than I could have bought at the local grocery store.<br /><br />Except for the packaging, there is nothing good I can say about these steaks.<br />If you figure the price per pound, these steaks should cut with a butter knife.<br /><br />Will never buy again.",Not worth the money
I bought these for my daughter's birthday.  She was excited at first but her favorite princess is Sleeping Beauty and there were not any in the entire box.  Seriously?  They can't ensure that there is at least 1 of each princess?,bad variety
"I shouldn't label myself a coffee connoisseur, but I know bitter when I taste it. I have been testing different coffees in my new Keurig and can honestly say that this coffee is the worst of them all, thus far. No matter what size cup I brew or how much creamer and sugar I add (I normally do not use cream/sugar) the stuff in the cup goes down the drain. What a waste of money. Don't do it... If you can find a small test trial go for it, but don't invest on the 80 k-cup box because you are throwing your money away! Bleh!<br /><br />If you are worried about recycling, use the plastic k-cups to start seedlings in and punch a couple more holes in the bottom so the roots can absorb water. San Fran French Roast is garbage.",Bitter no matter what size cup you brew...
"First, this is a poor-tasting kombucha.  Worse, ""Wonder Drink"" Pasteurizes all of their products, eliminating any live cultures and therefore much of the reason to drink kombucha in the first place.  I do not recommend this product, and hope that Amazon carries a real kombucha in the future.",No point
"When I received my latest order, the bag said ""36 count"" but there are only 12 K-cups inside.  That makes this very very expensive coffee.",36 count means 12
"The cups are smaller and hold less coffee than the competitors. They also are not airtight so will degrade once the package is opened unless used quickly.  But even if used quickly they are weak and watery.  Actually, more like dishwater.  They should come with a warning label.  I would have wanted to know that they were weak and watery by design.",Rip Off
SERIOUSLY PEOPLE ???<br /><br />$7.00 S&H on a $3.00 product ?????<br /><br />250% of the product price for SHIPPING ????<br /><br />I have had heavy text books delivered for WAY less,WATCH OUT FOR SHIPPING COSTS
One star is too generous. I love the tea and hate the seller. I ordered 6 packs of twining tea. The first seller I chose had a 6 pack and each pack with 20 bags. The next search was for the same deal and it even listed as a 6 pack. Now that I got the package I see it's one lousy box of 20 bags for more than $19. What an incredible rip off. Last time for Shaqdis Books and Marketplace for me.,Rip Off Rip Off RIP OFF!!
The food is great and convenient to get it in an assorted pack but 18 pack means 9 PACKS OF 2. This is not a good deal and you can get these items for less as an individual purchase from almost any store.,Misleading Description!!
"I'd like to make it clear that I really like pistachios. I eat a lot of this particular nut but these Setton Farms pistachios were beyond bad. There was a large percentage of nuts which were hard as rocks. The nuts which I could actually bite into tasted rotten. Also there were more empty shells than in any purchase I have ever made. I decided to check the expiration date and found that the date is not printed on the bag, but instead is on a stick on label. I carefully peeled back the label and discovered parts of other labels beneath. Imagine that?! No wonder these were totally inedible. I returned them for a refund. If anyone has any suggestions for good quality pistachios, please let me know.",Worst Pistachios Ever!
"This product is NOT beef jerky or anything remotely like it. This product is neither spicy, nor beefy or meaty.<br /><br />What this product amounts to is a sour, salty, mushy, meat-based concoction pressed into stick form.<br /><br />And the ingredients*, to whom it may concern, are troubling to say the least.<br /><br />I'm currently inquiring in my social network about anyone with a dog who should like to have it. ('Who' may refer to the dog as well.)<br /><br />*Ingredients: Beef, Beef Hearts, Water, Soy Protein Concentrate, Salt, Dextrose, Spices, Corn Syrup, Smoke Flavoring, Paprika, Monosodium Glutamate, Flavoring, Sodium Erythorbate, Lactic Acid Starter Culture, Sodium Nitrite. (Appetizing, ahem.)","Neither spicy (hot or otherwise), nor beefy or meaty (in traditional sense)"
"After tasting a handful of this product, I threw the rest out!  I love beef jerky but this product is not even close!!",Dry and tasteless
